# WAVELENGTH    FLUX        
  2513.264404   1.5681E-13  
  2514.637939   1.2542E-13  
  2516.01123    1.0966E-13  
  2517.384766   1.1659E-13  
  2518.758057   1.282E-13   
  2520.131592   1.3989E-13  
  2521.504883   1.5493E-13  
  2522.878418   1.3624E-13  
  2524.251709   1.2126E-13  
  2525.625244   1.3188E-13  
  2526.998535   1.3139E-13  
  2528.371826   1.1908E-13  
  2529.745361   1.199E-13   
  2531.118652   1.5536E-13  
  2532.492188   1.6703E-13  
  2533.865479   1.6932E-13  
  2535.23877    1.6486E-13  
  2536.612061   1.6019E-13  
  2537.985596   1.6663E-13  
  2539.358887   1.6821E-13  
  2540.732178   1.7068E-13  
  2542.105469   1.7057E-13  
  2543.47876    1.8118E-13  
  2544.852295   1.7334E-13  
  2546.225586   1.7096E-13  
  2547.598877   1.767E-13   
  2548.972168   1.6551E-13  
  2550.345459   1.7281E-13  
  2551.71875    1.9284E-13  
  2553.092041   1.9888E-13  
  2554.465332   2.0694E-13  
  2555.838623   2.0293E-13  
  2557.211914   2.0544E-13  
  2558.585205   2.1062E-13  
  2559.958496   2.0848E-13  
  2561.331543   1.9895E-13  
  2562.704834   1.8213E-13  
  2564.078125   1.8897E-13  
  2565.451416   2.1039E-13  
  2566.824707   2.0902E-13  
  2568.197754   2.0954E-13  
  2569.571045   2.1008E-13  
  2570.944336   2.118E-13   
  2572.317383   2.1092E-13  
  2573.690674   2.1852E-13  
  2575.063965   2.1019E-13  
  2576.437012   1.9544E-13  
  2577.810303   2.0306E-13  
  2579.18335    2.1963E-13  
  2580.556641   2.1625E-13  
  2581.929688   2.149E-13   
  2583.302979   2.114E-13   
  2584.676025   2.0763E-13  
  2586.049316   1.7756E-13  
  2587.422363   2.0282E-13  
  2588.79541    2.2068E-13  
  2590.168701   2.2896E-13  
  2591.541748   2.2592E-13  
  2592.914795   2.2233E-13  
  2594.287842   2.1317E-13  
  2595.661133   2.2738E-13  
  2597.03418    2.1276E-13  
  2598.407227   1.5775E-13  
  2599.780273   1.5757E-13  
  2601.15332    1.9102E-13  
  2602.526367   2.2602E-13  
  2603.899414   2.2907E-13  
  2605.272461   2.0568E-13  
  2606.645508   1.8976E-13  
  2608.018555   1.8787E-13  
  2609.391602   2.073E-13   
  2610.764648   1.9644E-13  
  2612.137695   1.676E-13   
  2613.510742   1.759E-13   
  2614.883789   1.9182E-13  
  2616.256592   2.0931E-13  
  2617.629639   2.065E-13   
  2619.002686   2.0962E-13  
  2620.375488   2.1678E-13  
  2621.748535   2.1778E-13  
  2623.121582   2.2033E-13  
  2624.494385   2.2115E-13  
  2625.867432   2.1401E-13  
  2627.240234   2.0555E-13  
  2628.613281   1.9571E-13  
  2629.986084   1.8857E-13  
  2631.359131   1.7607E-13  
  2632.731934   2.0138E-13  
  2634.10498    2.3783E-13  
  2635.477783   2.4783E-13  
  2636.850586   2.522E-13   
  2638.223633   2.6187E-13  
  2639.596436   2.6559E-13  
  2640.969238   2.6294E-13  
  2642.342041   2.6298E-13  
  2643.715088   2.6709E-13  
  2645.087891   2.6631E-13  
  2646.460693   2.6621E-13  
  2647.833496   2.6787E-13  
  2649.206299   2.7005E-13  
  2650.579102   2.7272E-13  
  2651.951904   2.7131E-13  
  2653.324707   2.7237E-13  
  2654.69751    2.7693E-13  
  2656.070312   2.8019E-13  
  2657.442871   2.7145E-13  
  2658.815674   2.7274E-13  
  2660.188477   2.7033E-13  
  2661.561279   2.6337E-13  
  2662.933838   2.5934E-13  
  2664.306641   2.5715E-13  
  2665.679443   2.5829E-13  
  2667.052002   2.4888E-13  
  2668.424805   2.5553E-13  
  2669.797363   2.6606E-13  
  2671.170166   2.6877E-13  
  2672.542725   2.6264E-13  
  2673.915527   2.6948E-13  
  2675.288086   2.785E-13   
  2676.660889   2.7286E-13  
  2678.033447   2.5934E-13  
  2679.406006   2.5609E-13  
  2680.778564   2.6778E-13  
  2682.151367   2.7403E-13  
